id|course_id|grade
269|6|12
269|6|10
269|6|9
269|6|12
269|6|11
277|3|9
277|3|8.5
277|3|8.5
277|3|10
277|3|6
277|3|7
277|3|9
277|8|11
277|8|12
277|8|10.5
277|4|12.8
277|4|12.9
277|4|17.6
277|4|15
277|4|17.5
277|4|16
277|4|12.2
277|4|16.2
277|9|10
277|9|7
277|9|13
277|2|13.9
277|2|7.7
277|2|12.8
277|2|13.6
277|2|16.1
277|2|8.6
277|2|11.9
277|2|15.4
277|2|10.5
277|7|15
277|7|13.5
277|7|14.5
277|7|14.5
277|7|13
277|7|14.5
277|7|15
277|10|9.25
277|10|5.25
277|10|8.75
277|10|12.5
277|10|7.5
277|1|8
277|1|12.5
277|1|9
277|1|8
277|1|6
277|1|11.5
277|1|9.5
277|1|5.5
277|5|4.5
277|5|9
277|5|2
277|5|10
277|5|9.25
277|6|12
277|6|6
277|6|7
277|6|10
277|6|8
277|6|11
281|3|6.5
281|3|10
281|3|5
281|3|10
281|3|8.5
281|3|11
281|3|9
281|8|17.5
281|8|10.5
281|8|17.5
281|4|13.6
281|4|16.9
281|4|11.8
281|4|11.2
281|4|15
281|4|14.7
281|4|14
281|4|15.6
281|9|9.75
281|9|7
281|9|12.75
281|2|7.1
281|2|11.2
281|2|10.6
281|2|10.8
281|2|13.7
281|2|13.5
281|2|10.3
281|2|11.9
281|7|14
281|7|14
281|7|11
281|7|14.5
281|7|13.5
281|7|14
281|7|14
281|10|7
281|10|10.5
281|10|11
281|10|7.25
281|10|8.75
281|1|10
281|1|8.5
281|1|10.5
281|1|7.5
281|1|10
281|1|8
281|1|8
281|1|8.5
281|5|9.5
281|5|10
281|5|7.5
281|5|9.5
281|5|7.25
281|6|6
281|6|13
281|6|8
281|6|5
281|6|7
281|6|7
285|3|9.5
285|3|9
285|3|8.5
285|3|8
285|3|9
285|3|9
285|3|8.5
285|8|11.5
285|8|10.5
285|8|13.5
285|4|15.4
285|4|15
285|4|16.4
285|4|11.9
285|4|16.8
285|4|13.6
285|4|11.7
285|9|11.25
285|9|6
285|9|13.75
285|2|9.7
285|2|12.4
285|2|10.6
285|2|11.7
285|2|11.5
285|2|11
285|2|15.2
285|2|13.2
285|2|12
285|7|15.5
285|7|15
285|7|16.5
285|7|14.5
285|7|15.5
285|7|14.5
285|7|14
285|10|8.25
285|10|8.25
285|10|9.75
285|10|9.5
285|10|8.25
285|1|12
285|1|7.5
285|1|8
285|1|8.5
285|1|8.5
285|1|9
285|1|9
285|1|9.5
285|5|5.75
285|5|7.75
285|5|10.75
285|5|5.5
285|5|7.75
285|6|4
285|6|11
285|6|15
285|6|7
285|6|14
285|6|7
298|3|8
298|3|6.5
298|3|10
298|3|7.5
298|3|8
298|3|10
298|3|7.5
298|8|12.5
298|8|20
298|8|12.5
298|4|10.8
298|4|18.4
298|4|13.5
298|4|9.4
298|4|7.7
298|4|12
298|4|10.5
298|4|16.1
298|9|10.25
298|9|13.75
298|9|14
298|2|15.4
298|2|13.8
298|2|14.5
298|2|13
298|2|11.5
298|2|11
298|2|8
298|2|12.2
298|7|15.5
298|7|15
298|7|14
298|7|13
298|7|14.5
298|7|14
298|7|16.5
298|10|10.25
298|10|12.75
298|10|7.25
298|10|6.75
298|10|8.75
298|1|8
298|1|12.5
298|1|9
298|1|10.5
298|1|8
298|1|12
298|1|12.5
298|1|9.5
298|5|11.5
298|5|10.5
298|5|4.5
298|5|14.75
298|5|8.75
298|6|12
298|6|7
298|6|8
298|6|12
298|6|10
298|6|9
309|3|6.5
309|3|7.5
309|3|7
309|3|8.5
309|3|9
309|3|9
309|3|8.5
309|8|17.5
309|8|11.5
309|8|17
309|4|12.4
309|4|17.7
309|4|17.6
309|4|14.4
309|4|10.1
309|4|12.3
309|4|11.4
309|4|9.6
309|9|7.75
309|9|13.5
309|9|9.25
309|2|12.8
309|2|13.4
309|2|13.4
309|2|12.9
309|2|11.1
309|2|15.3
309|2|13.7
309|2|11.9
309|2|15.4
309|7|13
309|7|14.5
309|7|16
309|7|14
309|7|16
309|7|14.5
309|7|13
309|10|9.5
309|10|9.75
309|10|7.5
309|10|10.5
309|10|9.5
309|1|9.5
309|1|9.5
309|1|6.5
309|1|7.5
309|1|12
309|1|12
309|1|10.5
309|1|8.5
309|5|8.5
309|5|7.5
309|5|11.25
309|5|6.75
309|5|12
309|6|7
309|6|15
309|6|12
309|6|9
309|6|7
309|6|16
316|3|9.5
316|3|9
316|3|10
316|3|10
316|3|8
316|3|8
316|3|8
316|8|11
316|8|13.5
316|8|12
316|4|13.7
316|4|_
316|4|11.9
316|4|14
316|4|10.8
316|4|14.6
316|4|12.3
316|4|14.2
316|9|12.5
316|9|8
316|9|2.75
316|2|13.6
316|2|9.3
316|2|9.5
316|2|18.4
316|2|13.6
316|2|12
316|2|15.5
316|2|12
316|2|8.4
316|7|14
316|7|13
316|7|17
316|7|14
316|7|13.5
316|7|13.5
316|7|13
316|10|_
316|10|9.5
316|10|8.25
316|10|11
316|10|8.75
316|1|10
316|1|7.5
316|1|8.5
316|1|8
316|1|11.5
316|1|9
316|1|12
316|1|13
316|5|4.5
316|5|_
316|5|11
316|5|5.25
316|5|7.75
316|6|7
316|6|4
316|6|11
316|6|14
316|6|7
316|6|9
318|3|9
318|3|9
318|3|10
318|3|_
318|3|8
318|3|7
318|8|12
318|8|11
318|8|11.5
318|4|12.5
318|4|11.7
318|4|10.6
318|4|17
318|4|14.2
318|4|15.7
318|4|14.2
318|4|14.2
318|9|4.25
318|9|3.5
318|9|11
318|2|13.9
318|2|9.7
318|2|9.5
318|2|12.7
318|2|10.4
318|2|13.2
318|2|9
318|2|9.2
318|2|10.3
318|7|12.5
318|7|15.5
318|7|14.5
318|7|13.5
318|7|15
318|7|14
318|7|14
318|10|8.25
318|10|8.5
318|10|7.75
318|10|7.75
318|10|6
318|1|9.5
318|1|9
318|1|8
318|1|10.5
318|1|11
318|1|4
318|1|9
318|1|8.5
318|5|6.5
318|5|8.5
318|5|4.5
318|5|7
318|5|9.75
318|6|10
318|6|10
318|6|7
318|6|6
318|6|5
318|6|9
322|3|8.5
322|3|10
322|3|9.5
322|3|8.5
322|3|9.5
322|3|7
322|3|11
322|8|13
322|8|12
322|8|13
322|4|15.6
322|4|11.9
322|4|15.2
322|4|17.1
322|4|10.9
322|4|15.9
322|4|17
322|4|11.5
322|9|16.25
322|9|10.5
322|9|11
322|2|9
322|2|10.8
322|2|10
322|2|14.2
322|2|10.6
322|2|11.4
322|2|11.4
322|2|9.6
322|2|10.9
322|7|14.5
322|7|15.5
322|7|14
322|7|13.5
322|7|15.5
322|7|13
322|7|12.5
322|10|10
322|10|10.25
322|10|7.75
322|10|11.25
322|10|9.75
322|1|10.5
322|1|9
322|1|10
322|1|13
322|1|11
322|1|8.5
322|1|6.5
322|1|7.5
322|5|9
322|5|7
322|5|9.25
322|5|11.25
322|6|9
322|6|9
322|6|10
322|6|6
322|6|12
322|6|9
367|3|7.5
367|3|10
367|3|11.5
367|3|9
367|3|7.5
367|3|8
367|8|17
367|8|12
367|8|6.5
367|4|18
367|4|13
367|4|11.5
367|4|14
367|4|13.9
367|4|13.2
367|4|12.7
367|4|15.6
367|9|14.25
367|9|2.5
367|9|9.25
367|2|12
367|2|8.5
367|2|15.2
367|2|9.8
367|2|11.6
367|2|14.7
367|2|12.4
367|2|10.9
367|2|20
367|7|14
367|7|14.5
367|7|16.5
367|7|14.5
367|7|16
367|7|12.5
367|10|9
367|10|8
367|10|5.25
367|10|12.75
367|10|7
367|1|7
367|1|8
367|1|14
367|1|10.5
367|1|10
367|1|9
367|1|7
367|1|9
367|5|5.5
367|5|8
367|5|5.5
367|5|10
367|5|6
367|6|13
367|6|7
367|6|11
367|6|14
367|6|7
367|6|8
406|3|10.5
406|3|7.5
406|3|6
406|3|8.5
406|3|11
406|3|9.5
406|3|9
406|8|15
406|8|12.5
406|8|12.5
406|4|9.5
406|4|18.4
406|4|16.1
406|4|15.8
406|4|12.5
406|4|15.9
406|4|15.6
406|4|15.9
406|9|12.5
406|9|7.75
406|9|10.75
406|2|9.9
406|2|11.1
406|2|14.9
406|2|11.3
406|2|13.5
406|2|12.1
406|2|13.7
406|2|11.9
406|2|10.6
406|7|14.5
406|7|16
406|7|14.5
406|7|15
406|7|16
406|7|15.5
406|7|16
406|10|8.5
406|10|10.25
406|10|10.25
406|10|8.5
406|10|7.75
406|1|9.5
406|1|10.5
406|1|8.5
406|1|7
406|1|8.5
406|1|8
406|5|9.5
406|5|11
406|5|8.5
406|5|9.75
406|5|8.5
406|6|11
406|6|11
406|6|8
406|6|8
406|6|10
406|6|14
410|3|8
410|3|10.5
410|3|9.5
410|3|10
410|3|9
410|3|7.5
410|3|8.5
410|8|14.5
410|8|11.5
410|4|15.6
410|4|12.6
410|4|18.5
410|4|_
410|4|15
410|4|18.2
410|4|18.5
410|4|14.6
410|9|8
410|9|11.25
410|9|17.75
410|2|6.2
410|2|11.1
410|2|7.9
410|2|9.3
410|2|12.7
410|2|12.6
410|2|7.4
410|2|10.5
410|2|9.8
410|7|13
410|7|13.5
410|7|13.5
410|7|15.5
410|7|15
410|7|15
410|7|13
410|10|11
410|10|10.75
410|10|7
410|10|10.75
410|10|10
410|1|11
410|1|9.5
410|1|8
410|1|6.5
410|1|11
410|1|11.5
410|1|11
410|1|12.5
410|5|9.75
410|5|12.5
410|5|12.25
410|5|10.25
410|5|11.25
410|6|7
410|6|9
410|6|8
410|6|6
410|6|12
410|6|7
443|3|8
443|3|9.5
443|3|11
443|3|8
443|3|7
443|3|7.5
443|8|12.5
443|8|12.5
443|8|19
443|4|16.3
443|4|13.3
443|4|17
443|4|13.6
443|4|15.9
443|4|13.7
443|9|9.25
443|9|10.25
443|9|8.75
443|2|9.6
443|2|10.5
443|2|13.7
443|2|12.8
443|2|13.2
443|2|9
443|2|7.9
443|2|12.2
443|7|14.5
443|7|14.5
443|7|13.5
443|7|16
443|7|13.5
443|7|15.5
443|7|14.5
443|10|9.25
443|10|8.25
443|10|9
443|1|7
443|1|7
443|1|7
443|1|6
443|1|12
443|1|8
443|1|8.5
443|1|6.5
443|5|9.25
443|5|8
443|5|14
443|5|8.25
443|5|8
443|6|8
443|6|11
443|6|7
443|6|10
443|6|12
443|6|14
476|3|9
476|3|11
476|3|10.5
476|3|10
476|3|9.5
476|3|10.5
476|3|10
476|8|13
476|8|13.5
476|8|10.5
476|4|15.5
476|4|16.7
476|4|14.7
476|4|12.3
476|4|14.1
476|4|12.4
476|4|12.3
476|4|17.8
476|9|11
476|9|9.75
476|9|11.5
476|2|12.3
476|2|9.2
476|2|8.3
476|2|11.7
476|2|11
476|2|11.1
476|2|12.4
476|2|13.7
476|2|11.4
476|7|15
476|7|14.5
476|7|16
476|7|15.5
476|7|15.5
476|7|12.5
476|7|14
476|10|11.25
476|10|10.25
476|10|10.5
476|10|6.25
476|1|11
476|1|10.5
476|1|11.5
476|1|11
476|1|11
476|1|12
476|1|9.5
476|1|10
476|5|6.5
476|5|8.5
476|5|10.75
476|5|9.5
476|5|9.25
476|6|11
476|6|9
476|6|13
476|6|11
476|6|6
476|6|8
487|3|8
487|3|8
487|3|12
487|3|9
487|3|9
487|3|9
487|3|9.5
487|8|13.5
487|8|9.5
487|8|11
487|4|15.3
487|4|17.6
487|4|15.2
487|4|16.8
487|4|14.8
487|4|14.9
487|4|13.4
487|4|10.3
487|9|7.75
487|9|9.75
487|2|10
487|2|7.9
487|2|10.3
487|2|13.5
487|2|7.3
487|2|13.8
487|2|15.1
487|2|11.2
487|7|13
487|7|14.5
487|7|15
487|7|13
487|7|15
487|7|15.5
487|7|14
487|10|7.25
487|10|8.75
487|10|8.5
487|10|10.25
487|10|8.5
487|1|7.5
487|1|8.5
487|1|10.5
487|1|11.5
487|1|10
487|1|12.5
487|1|12.5
487|1|9.5
487|5|10.5
487|5|9.5
487|5|8.75
487|5|13.5
487|5|9.5
487|6|10
487|6|12
487|6|9
487|6|12
487|6|12
496|3|8
496|3|9
496|3|8
496|3|9
496|3|7.5
496|3|7.5
496|3|10
496|8|9
496|8|17.5
496|8|11.5
496|4|14.5
496|4|16.5
496|4|_
496|4|12.7
496|4|16.3
496|4|8.4
496|4|13.3
496|4|17.1
496|9|12.75
496|9|10
496|9|8
496|2|11.6
496|2|12.9
496|2|_
496|2|13.9
496|2|9.4
496|2|13.6
496|2|12.8
496|2|12
496|2|12.1
496|7|14.5
496|7|14.5
496|7|14.5
496|7|15.5
496|7|14.5
496|7|15.5
496|7|15
496|10|7.25
496|10|7.5
496|10|8.25
496|10|7
496|1|8.5
496|1|10.5
496|1|7
496|1|9.5
